date,metrics,Close,count,filter_count
2020-01-01,0.4316566429743029,7200.174316,8317,3658
2020-01-02,0.28480565371024735,6985.470215,9861,4245
2020-01-03,0.5009601024109238,7344.884277,10988,4687
2020-01-04,0.5435624394966118,7410.656738,9404,4132
2020-01-05,0.44438628631248367,7411.317383,9094,3821
2020-01-06,0.42956450623594356,7769.219238,10978,4891
2020-01-07,0.5185873605947955,8163.692383,11281,4842
2020-01-08,0.461794670846395,8079.862793,11604,5104
2020-01-09,0.3106684981684982,7879.071289,10331,4368
2020-01-10,0.35714285714285715,8166.554199,10331,4228
2020-01-11,0.47601984564498345,8037.537598,8886,3628
2020-01-12,0.5261593341260404,8192.494141,8516,3364
2020-01-13,0.5045789591244136,8144.194336,10276,4477
2020-01-14,0.6064291920069504,8827.764648,13388,5755
2020-01-15,0.46044584730716115,8807.010742,11642,5069
2020-01-16,0.4172949002217295,8723.786133,11060,4510
2020-01-17,0.46922209695603156,8929.038086,10704,4435
2020-01-18,0.4470108695652174,8942.808594,9410,3680
2020-01-19,0.34744525547445254,8706.245117,10395,4110
2020-01-20,0.37186940966010734,8657.642578,10895,4472
2020-01-21,0.46071994566447816,8745.894531,10665,4417
2020-01-22,0.48800717327953375,8680.875977,10451,4461
2020-01-23,0.21920975199663725,8406.515625,10901,4758
2020-01-24,0.26650892665089265,8445.43457,10795,4649
2020-01-25,0.3412633305988515,8367.847656,8962,3657
2020-01-26,0.4440278521692555,8596.830078,8960,3734
2020-01-27,0.4417989417989418,8909.819336,11965,5292
2020-01-28,0.418801908464393,9358.589844,12504,5659
2020-01-29,0.4691037298200037,9316.629883,12465,5389
2020-01-30,0.4351176838158717,9508.993164,11118,4801
2020-01-31,0.4090909090909091,9350.529297,11258,5016
2020-02-01,0.46567164179104475,9392.875,8636,3685
2020-02-02,0.5356342447333035,9344.365234,13107,4462
2020-02-03,0.47101449275362317,9293.521484,12220,5106
2020-02-04,0.379763977558522,9180.962891,12110,5169
2020-02-05,0.5288372950064493,9613.423828,12670,5427
2020-02-06,0.5243223171184552,9729.801758,12292,5386
2020-02-07,0.5558397271952259,9795.943359,10780,4692
2020-02-08,0.494436014162873,9865.119141,9588,3954
2020-02-09,0.6428179322964318,10116.673828,13297,5465
2020-02-10,0.3924985792763781,9856.611328,11748,5279
2020-02-11,0.44738333648214623,10208.236328,12629,5293
2020-02-12,0.5367741935483871,10326.054688,12373,5425
2020-02-13,0.344679186228482,10214.379883,12216,5112
2020-02-14,0.42567001675041877,10312.116211,12102,4776
2020-02-15,0.3376774493832907,9889.424805,10476,4297
2020-02-16,0.32212744606121424,9934.433594,10639,3986
2020-02-17,0.17995625372837543,9690.142578,11664,5029
2020-02-18,0.41002838221381266,10141.996094,12296,5285
2020-02-19,0.42857142857142855,9633.386719,12946,5467
2020-02-20,0.18196573489630297,9608.475586,12983,5545
2020-02-21,0.2928921568627451,9686.441406,11474,4896
2020-02-22,0.3204622322435175,9663.181641,8867,3548
2020-02-23,0.45671725688589093,9924.515625,9044,3558
2020-02-24,0.20991735537190082,9650.174805,12270,4840
2020-02-25,0.18172312839815977,9341.705078,11810,4782
2020-02-26,0.15427509293680297,8820.522461,13171,5918
2020-02-27,0.20991363124295906,8784.494141,12504,5326
2020-02-28,0.17819843342036554,8672.455078,11948,4596
2020-02-29,0.25674946004319654,8599.508789,9152,3704
2020-03-01,0.2019761697181052,8562.454102,8751,3441
2020-03-02,0.3573469387755102,8869.669922,10940,4900
2020-03-03,0.34131258727308994,8787.786133,11029,5013
2020-03-04,0.38590483056957464,8755.246094,12258,5548
2020-03-05,0.5368059323566648,9078.762695,12529,5529
2020-03-06,0.507440788094739,9122.545898,10872,4771
2020-03-07,0.3348646034816248,8909.954102,9215,4136
2020-03-08,0.1206765968189851,8108.116211,9690,3961
2020-03-09,0.03799038610637308,7923.644531,13959,6449
2020-03-10,0.31700885289131664,7909.729492,11542,5309
2020-03-11,0.2599719382641812,7911.430176,10950,4989
2020-03-12,-0.11808450704225353,4970.788086,20266,8875
2020-03-13,-0.03321283325802079,5563.707031,21172,8852
2020-03-14,0.14345619068638268,5200.366211,11478,4531
2020-03-15,0.20484382073336352,5392.314941,10349,4418
2020-03-16,0.10889443059019119,5014.47998,13247,6015
2020-03-17,0.3501901140684411,5225.629395,11803,5260
2020-03-18,0.2920209878776913,5238.438477,11963,5527
2020-03-19,0.3976840649844452,6191.192871,12797,5786
2020-03-20,0.4492372435560231,6198.77832,12920,5703
2020-03-21,0.3785178236397749,6185.066406,9774,4264
2020-03-22,0.3682524032536357,5830.254883,9226,4057
2020-03-23,0.31597845601436264,6416.314941,12094,5570
2020-03-24,0.4744496855345912,6734.803711,11567,5088
2020-03-25,0.3332639900145621,6681.062988,11257,4807
2020-03-26,0.2633796881584492,6716.44043,11477,4746
2020-03-27,0.32381352372952543,6469.79834,10973,4762
2020-03-28,0.21737988973483854,6242.193848,9579,3809
2020-03-29,0.2310946589106293,5922.042969,9114,3782
2020-03-30,0.3867710694415825,6429.841797,11157,4853
2020-03-31,0.35992985532661115,6438.644531,10907,4562
2020-04-01,0.2702702702702703,6606.776367,11455,4921
2020-04-02,0.48616148119870206,6793.624512,12047,5239
2020-04-03,0.4229013693193094,6733.387207,12467,5039
2020-04-04,0.37964824120603013,6867.527344,9994,3980
2020-04-05,0.4308899107384366,6791.129395,10012,3697
2020-04-06,0.49695541151050876,7271.78125,12486,5091
2020-04-07,0.4837538226299694,7176.414551,12234,5232
2020-04-08,0.4201271186440678,7334.098633,11389,4720
2020-04-09,0.4088888888888889,7302.089355,11637,5175
2020-04-10,0.29660347551342814,6865.493164,11882,5064
2020-04-11,0.3652942801878972,6859.083008,9418,3619
2020-04-12,0.38491547464239273,6971.091797,9719,3845
2020-04-13,0.2781803542673108,6845.037598,11630,4968
2020-04-14,0.3726621567847195,6842.427734,11762,5026
2020-04-15,0.31901840490797545,6642.109863,11577,4890
2020-04-16,0.4506907137375288,7116.804199,12160,5212
2020-04-17,0.48856900931414055,7096.18457,11135,4724
2020-04-18,0.5022321428571429,7257.665039,10435,4480
2020-04-19,0.4087378640776699,7189.424805,9828,4120
2020-04-20,0.32110579479000534,6881.958496,12814,5643
