date,metrics,Close,count,filter_count
2020-01-01,9.684963164361065e-05,7200.174316,8317,3658
2020-01-02,7.623273777339047e-05,6985.470215,9861,4245
2020-01-03,0.00011238501909980154,7344.884277,10988,4687
2020-01-04,7.688513092780876e-05,7410.656738,9404,4132
2020-01-05,-9.315784932084888e-05,7411.317383,9094,3821
2020-01-06,8.836678662916178e-05,7769.219238,10978,4891
2020-01-07,8.344302608250762e-05,8163.692383,11281,4842
2020-01-08,7.019441129663426e-05,8079.862793,11604,5104
2020-01-09,7.687654169917295e-05,7879.071289,10331,4368
2020-01-10,0.000156559620586658,8166.554199,10331,4228
2020-01-11,0.00011430919884175082,8037.537598,8886,3628
2020-01-12,0.00010202147094953865,8192.494141,8516,3364
2020-01-13,0.00011510232275492794,8144.194336,10276,4477
2020-01-14,0.00019097731904622628,8827.764648,13388,5755
2020-01-15,0.00011778551050803695,8807.010742,11642,5069
2020-01-16,0.00023974110186345885,8723.786133,11060,4510
2020-01-17,3.887269503711612e-05,8929.038086,10704,4435
2020-01-18,0.00010719662973190656,8942.808594,9410,3680
2020-01-19,-9.190427519381395e-05,8706.245117,10395,4110
2020-01-20,7.006381459074834e-05,8657.642578,10895,4472
2020-01-21,0.00010161526988386444,8745.894531,10665,4417
2020-01-22,6.292758698697276e-05,8680.875977,10451,4461
2020-01-23,-2.8619194508759676e-05,8406.515625,10901,4758
2020-01-24,0.00015209907627128586,8445.43457,10795,4649
2020-01-25,2.5434828695793564e-05,8367.847656,8962,3657
2020-01-26,4.8906662306160547e-05,8596.830078,8960,3734
2020-01-27,5.3636702764323005e-05,8909.819336,11965,5292
2020-01-28,0.00016652553915932726,9358.589844,12504,5659
2020-01-29,3.530491952662391e-05,9316.629883,12465,5389
2020-01-30,2.6415780113569535e-06,9508.993164,11118,4801
2020-01-31,4.7256641780764616e-05,9350.529297,11258,5016
2020-02-01,0.0002135343902291084,9392.875,8636,3685
2020-02-02,4.093237075891167e-05,9344.365234,13107,4462
2020-02-03,0.00010222297260697715,9293.521484,12220,5106
2020-02-04,6.844731722844098e-05,9180.962891,12110,5169
2020-02-05,0.0001306446224004066,9613.423828,12670,5427
2020-02-06,0.00014802432417211907,9729.801758,12292,5386
2020-02-07,0.00012259788657730187,9795.943359,10780,4692
2020-02-08,0.0001530729293374871,9865.119141,9588,3954
2020-02-09,0.00016234066942680093,10116.673828,13297,5465
2020-02-10,7.05044947032992e-05,9856.611328,11748,5279
2020-02-11,0.0002267992703173664,10208.236328,12629,5293
2020-02-12,0.00016179596279979126,10326.054688,12373,5425
2020-02-13,0.00013860161777185981,10214.379883,12216,5112
2020-02-14,0.0002579093721339051,10312.116211,12102,4776
2020-02-15,3.29260687062683e-05,9889.424805,10476,4297
2020-02-16,6.417947773483139e-05,9934.433594,10639,3986
2020-02-17,2.278902190851936e-05,9690.142578,11664,5029
2020-02-18,7.311834041741323e-05,10141.996094,12296,5285
2020-02-19,0.00030461086947793054,9633.386719,12946,5467
2020-02-20,3.283093834334854e-05,9608.475586,12983,5545
2020-02-21,-6.763665641209647e-05,9686.441406,11474,4896
2020-02-22,0.00021662396883618797,9663.181641,8867,3548
2020-02-23,0.0001016791117516399,9924.515625,9044,3558
2020-02-24,0.00014054705544370974,9650.174805,12270,4840
2020-02-25,1.0152582337876973e-05,9341.705078,11810,4782
2020-02-26,2.4807660321236935e-06,8820.522461,13171,5918
2020-02-27,1.536813447433534e-05,8784.494141,12504,5326
2020-02-28,-7.346355453570983e-05,8672.455078,11948,4596
2020-02-29,9.145779879198982e-06,8599.508789,9152,3704
2020-03-01,4.805878635478757e-05,8562.454102,8751,3441
2020-03-02,5.8076033373794726e-05,8869.669922,10940,4900
2020-03-03,0.00022493751399797358,8787.786133,11029,5013
2020-03-04,6.80862728668791e-05,8755.246094,12258,5548
2020-03-05,0.00011956695330500923,9078.762695,12529,5529
2020-03-06,3.137191939693596e-05,9122.545898,10872,4771
2020-03-07,2.079391660370676e-05,8909.954102,9215,4136
2020-03-08,-1.0874935727026413e-05,8108.116211,9690,3961
2020-03-09,-0.00025074558484726,7923.644531,13959,6449
2020-03-10,1.6702929988597352e-05,7909.729492,11542,5309
2020-03-11,3.844278613575492e-05,7911.430176,10950,4989
2020-03-12,-0.00016718927057870206,4970.788086,20266,8875
2020-03-13,-1.163020929027617e-06,5563.707031,21172,8852
2020-03-14,6.843563287368707e-06,5200.366211,11478,4531
2020-03-15,-3.615545792179027e-05,5392.314941,10349,4418
2020-03-16,8.219212068231873e-05,5014.47998,13247,6015
2020-03-17,4.205855061036017e-05,5225.629395,11803,5260
2020-03-18,6.774849060413656e-05,5238.438477,11963,5527
2020-03-19,0.00012184896814050206,6191.192871,12797,5786
2020-03-20,6.958072512961391e-05,6198.77832,12920,5703
2020-03-21,7.060311251859394e-05,6185.066406,9774,4264
2020-03-22,3.814928116789958e-05,5830.254883,9226,4057
2020-03-23,4.528655377248871e-05,6416.314941,12094,5570
2020-03-24,0.00016894305486421363,6734.803711,11567,5088
2020-03-25,-3.937846209303377e-05,6681.062988,11257,4807
2020-03-26,8.072566346284765e-05,6716.44043,11477,4746
2020-03-27,-1.129017490219618e-05,6469.79834,10973,4762
2020-03-28,2.196511117908889e-05,6242.193848,9579,3809
2020-03-29,-0.0005511931638545184,5922.042969,9114,3782
2020-03-30,-0.0001399278092955902,6429.841797,11157,4853
2020-03-31,2.613178518169183e-05,6438.644531,10907,4562
2020-04-01,5.748419990596946e-05,6606.776367,11455,4921
2020-04-02,0.00011029839165424893,6793.624512,12047,5239
2020-04-03,0.00010583640481396059,6733.387207,12467,5039
2020-04-04,5.589436582212606e-05,6867.527344,9994,3980
2020-04-05,7.021960700970423e-05,6791.129395,10012,3697
2020-04-06,8.834431509370939e-05,7271.78125,12486,5091
2020-04-07,9.865675848827974e-05,7176.414551,12234,5232
2020-04-08,5.708174955905536e-05,7334.098633,11389,4720
2020-04-09,3.402081839993139e-05,7302.089355,11637,5175
2020-04-10,0.00014910250066761823,6865.493164,11882,5064
2020-04-11,-0.00015186113607160238,6859.083008,9418,3619
2020-04-12,0.00033888951017475535,6971.091797,9719,3845
2020-04-13,3.4128648531249695e-05,6845.037598,11630,4968
2020-04-14,-0.00016439146139962416,6842.427734,11762,5026
2020-04-15,7.763790174553435e-05,6642.109863,11577,4890
2020-04-16,7.795898291853125e-05,7116.804199,12160,5212
2020-04-17,5.475861456807712e-05,7096.18457,11135,4724
2020-04-18,0.00010796443070382352,7257.665039,10435,4480
2020-04-19,6.222363594624262e-05,7189.424805,9828,4120
2020-04-20,-4.122879465829858e-05,6881.958496,12814,5643
2020-04-21,4.097206536573088e-05,6880.323242,12672,5464
2020-04-22,0.0002469075466309045,7117.20752,11691,4903
2020-04-23,0.00011948627132377622,7429.724609,13538,5805
2020-04-24,9.01734524537912e-05,7550.900879,12846,5633
2020-04-25,9.653621810630389e-05,7569.936035,10537,4409
2020-04-26,0.00018243132688569946,7679.867188,10506,4335
2020-04-27,-4.709164410263886e-05,7795.601074,12773,5423
2020-04-28,0.00012325194915285327,7807.058594,12585,5431
2020-04-29,0.00013886673893431976,8801.038086,17450,7221
2020-04-30,0.00015476288129963797,8658.553711,17219,7463
2020-05-01,-0.00017984627313990498,8864.766602,14227,6157
2020-05-02,6.834696275054844e-05,8988.59668,11681,4825
2020-05-03,4.4875562456577834e-05,8897.46875,11248,4557
2020-05-04,7.293905089647414e-05,8912.654297,13718,5644
2020-05-05,6.475059318615688e-05,9003.070313,16726,6282
2020-05-06,0.00012259642717428414,9268.761719,15957,6544
2020-05-07,0.00021183370897663706,9951.518555,19861,8120
2020-05-08,0.0001897432807395782,9842.666016,19104,7889
2020-05-09,9.197330859162225e-05,9593.896484,13415,5400
2020-05-10,-5.261654868472438e-08,8756.430664,15345,5840
2020-05-11,5.5464150247142116e-05,8601.795898,25602,8730
2020-05-12,0.00020926972037441725,8804.477539,16892,6744
2020-05-13,0.00017068936541112076,9269.987305,14641,6306
2020-05-14,0.00023033005911960686,9733.72168,15409,6713
2020-05-15,3.7275072276854984e-05,9328.197266,14706,6203
2020-05-16,2.3933963211955325e-05,9377.013672,13501,5039
2020-05-17,5.467442067774575e-05,9670.739258,11878,4813
2020-05-18,7.016763848041397e-05,9726.575195,14054,5880
2020-05-19,0.00024151122496540308,9729.038086,13707,5944
2020-05-20,1.0655881977129582e-05,9522.981445,14925,6433
2020-05-21,0.0001400580709200915,9081.761719,14102,5875
2020-05-22,8.079345810287704e-05,9182.577148,14800,5796
2020-05-23,5.122043484660691e-05,9209.287109,10841,4155
2020-05-24,1.1061733174365769e-05,8790.368164,10985,4295
2020-05-25,6.775100233765406e-05,8906.93457,12647,5197
2020-05-26,4.540852377117927e-05,8835.052734,13240,5382
2020-05-27,7.791140929896016e-05,9181.017578,13833,5984
2020-05-28,8.07924568741922e-05,9525.750977,14422,6284
2020-05-29,0.00019751590207135305,9439.124023,12811,5571
2020-05-30,0.00031578202667903785,9700.414063,10642,4436
2020-05-31,2.1011261416223798e-05,9461.058594,10149,4008
2020-06-01,9.032880500937877e-05,10167.268555,13801,5826
2020-06-02,0.00010168934622038204,9529.803711,16615,6899
2020-06-03,5.249106143221184e-05,9656.717773,13691,5843
2020-06-04,0.0002665468842881021,9800.636719,13804,6027
2020-06-05,0.00010721080308146937,9665.533203,13144,5598
2020-06-06,6.14553397035267e-05,9653.679688,10944,4652
2020-06-07,1.838061147779269e-05,9758.852539,11281,4589
2020-06-08,0.00017697987906810226,9771.489258,12638,5370
2020-06-09,0.0001372207501136629,9795.700195,13657,5624
2020-06-10,7.32407240100298e-05,9870.094727,14523,6422
2020-06-11,3.946544393084941e-05,9321.78125,14421,6193
