date,metrics,Close,count,filter_count
2020-01-01,-1.4057173168208986e-05,7200.174316,8317,3658
2020-01-02,2.4161921340043077e-07,6985.470215,9861,4245
2020-01-03,-3.333641926453329e-06,7344.884277,10988,4687
2020-01-04,-1.7734148803235154e-06,7410.656738,9404,4132
2020-01-05,-5.7864795360694596e-05,7411.317383,9094,3821
2020-01-06,-7.999106659768238e-08,7769.219238,10978,4891
2020-01-07,-3.8362067205927546e-07,8163.692383,11281,4842
2020-01-08,-4.1779273202294093e-07,8079.862793,11604,5104
2020-01-09,3.464131985258746e-06,7879.071289,10331,4368
2020-01-10,1.0587292557258046e-06,8166.554199,10331,4228
2020-01-11,-1.1425000166711738e-06,8037.537598,8886,3628
2020-01-12,2.563859097831063e-06,8192.494141,8516,3364
2020-01-13,5.122042011684536e-06,8144.194336,10276,4477
2020-01-14,2.9483356902257795e-06,8827.764648,13388,5755
2020-01-15,3.177679414623668e-07,8807.010742,11642,5069
2020-01-16,6.9836552145037204e-06,8723.786133,11060,4510
2020-01-17,-9.536824564533094e-08,8929.038086,10704,4435
2020-01-18,2.0496614189204512e-07,8942.808594,9410,3680
2020-01-19,-3.114728449706689e-06,8706.245117,10395,4110
2020-01-20,3.097468705067788e-07,8657.642578,10895,4472
2020-01-21,-3.0251196519806603e-06,8745.894531,10665,4417
2020-01-22,3.7687933725896534e-07,8680.875977,10451,4461
2020-01-23,-9.670197463624694e-06,8406.515625,10901,4758
2020-01-24,1.0178956734175334e-05,8445.43457,10795,4649
2020-01-25,-2.3420571318293997e-07,8367.847656,8962,3657
2020-01-26,-1.248542159244725e-05,8596.830078,8960,3734
2020-01-27,3.86299663444011e-08,8909.819336,11965,5292
2020-01-28,1.0058865577558226e-06,9358.589844,12504,5659
2020-01-29,-4.970746099649788e-07,9316.629883,12465,5389
2020-01-30,1.5674090324031212e-06,9508.993164,11118,4801
2020-01-31,3.706645972521931e-06,9350.529297,11258,5016
2020-02-01,2.1042694996867793e-07,9392.875,8636,3685
2020-02-02,-5.790160208377267e-07,9344.365234,13107,4462
2020-02-03,1.1438204836747287e-06,9293.521484,12220,5106
2020-02-04,-1.1947265890737128e-05,9180.962891,12110,5169
2020-02-05,7.033715642471551e-07,9613.423828,12670,5427
